Tourist_ID,Age,Gender,Country,State,City,Tourist_Type,Purpose,Season,Month,Travel_Mode,Hotel_Type,Hotel_Rating,Days_Stayed,Travel_Cost,Hotel_Cost,Food_Cost,Shopping_Cost,Total_Expense,Tourist_Satisfaction,Booking_Mode,Group_Size,Repeat_Visitor
T0171,18,Male,USA,Karnataka,Kochi,Domestic,Adventure,Monsoon,Jan,Train,Luxury,4.0,10,29859,6523,6438,12117,54937,8,Online,5,Yes
T0172,52,Female,UK,Tamil Nadu,Mysuru,Domestic,Business,Monsoon,Mar,Bus,Budget,3.7,9,13420,5861,2998,18470,40749,8,Offline,5,Yes
T0173,66,Female,Germany,Goa,Chennai,Domestic,Vacation,Monsoon,Aug,Flight,Budget,3.9,5,31701,46254,8094,5822,91871,6,Offline,5,No
T0174,26,Female,Germany,Tamil Nadu,Panaji,International,Business,Monsoon,Jan,Car,Budget,3.9,3,39271,19907,4325,14406,77909,7,Online,6,No
T0175,54,Female,Australia,Kerala,Mysuru,International,Business,Winter,Jun,Train,Luxury,3.1,4,10767,30844,1902,14524,58037,10,Online,5,No
T0176,50,Male,USA,Kerala,Kochi,International,Vacation,Summer,Jun,Train,Luxury,4.4,4,10934,16194,2584,6630,36342,9,Online,3,No
T0177,29,Female,India,Tamil Nadu,Panaji,Domestic,Business,Monsoon,Aug,Flight,Luxury,3.6,2,27260,24437,9138,4337,65172,8,Online,4,Yes
T0178,24,Male,USA,Rajasthan,Mysuru,Domestic,Vacation,Monsoon,May,Flight,Budget,4.6,9,24141,47592,4526,3117,79376,7,Online,2,Yes
T0179,69,Female,Australia,Goa,Jaipur,International,Pilgrimage,Winter,Sep,Train,Luxury,4.7,10,29841,25267,4498,612,60218,5,Offline,1,Yes
T0180,45,Female,Australia,Goa,Jaipur,Domestic,Vacation,Summer,Apr,Bus,Standard,4.5,10,13551,48483,2986,13804,78824,10,Offline,2,Yes
T0181,37,Female,Australia,Karnataka,Kochi,International,Adventure,Monsoon,Jul,Flight,Budget,4.9,5,37227,19939,9914,8802,75882,6,Offline,3,No
T0182,20,Male,UK,Goa,Mysuru,Domestic,Pilgrimage,Winter,May,Train,Luxury,4.8,9,28205,14798,5996,9991,58990,9,Online,6,No
T0183,67,Female,India,Kerala,Chennai,International,Pilgrimage,Monsoon,Feb,Train,Standard,4.8,7,33891,29841,4298,10746,78776,6,Online,3,No
T0184,42,Female,UK,Rajasthan,Chennai,International,Adventure,Summer,Jul,Car,Standard,3.7,6,31508,33840,5835,7655,78838,10,Online,2,Yes
T0185,54,Male,USA,Tamil Nadu,Jaipur,International,Business,Winter,Aug,Train,Luxury,4.5,6,9926,46330,2429,3381,62066,10,Offline,4,Yes
T0186,22,Male,USA,Rajasthan,Mysuru,International,Adventure,Monsoon,Sep,Bus,Budget,4.9,7,18635,20566,3396,8744,51341,9,Offline,2,No
T0187,45,Male,UK,Kerala,Kochi,Domestic,Pilgrimage,Winter,Jan,Flight,Budget,4.0,9,29858,6507,8488,2311,47164,5,Online,6,Yes
T0188,28,Male,Australia,Kerala,Mysuru,Domestic,Pilgrimage,Monsoon,Jul,Bus,Budget,4.0,5,23695,9797,2307,14936,50735,9,Online,5,No
T0189,70,Male,UK,Karnataka,Chennai,Domestic,Pilgrimage,Monsoon,Sep,Train,Luxury,3.9,5,27820,48554,7861,8158,92393,8,Offline,1,Yes
T0190,34,Female,India,Karnataka,Mysuru,International,Vacation,Winter,Mar,Car,Standard,4.9,3,37743,43448,8273,13575,103039,5,Online,1,Yes
T0191,67,Male,Germany,Rajasthan,Panaji,International,Pilgrimage,Winter,Feb,Car,Luxury,4.6,5,27222,38067,4711,3679,73679,6,Online,1,No
T0192,25,Female,India,Rajasthan,Panaji,International,Vacation,Summer,Jan,Flight,Luxury,3.1,8,12328,17207,5257,12217,47009,7,Online,6,No
T0193,64,Female,USA,Tamil Nadu,Mysuru,International,Vacation,Winter,Mar,Train,Luxury,3.3,8,14029,13178,4475,1033,32715,6,Offline,1,Yes
T0194,46,Female,USA,Goa,Kochi,International,Business,Winter,Oct,Bus,Budget,4.1,2,35162,26999,5599,6140,73900,9,Offline,3,No
T0195,37,Female,UK,Kerala,Jaipur,International,Business,Winter,Oct,Bus,Luxury,3.6,3,34973,9594,3612,15756,63935,5,Online,2,No
T0196,42,Male,India,Karnataka,Panaji,International,Pilgrimage,Summer,Jan,Car,Budget,3.2,8,17891,29532,1894,6694,56011,9,Offline,6,No
T0197,56,Male,India,Rajasthan,Panaji,International,Vacation,Summer,Jul,Train,Luxury,4.3,2,21982,41914,4494,6285,74675,10,Online,5,Yes
T0198,64,Female,Germany,Goa,Mysuru,International,Adventure,Winter,Mar,Train,Luxury,3.5,3,24005,46450,1471,4588,76514,6,Offline,6,No
T0199,60,Female,Australia,Rajasthan,Mysuru,International,Pilgrimage,Winter,Nov,Train,Luxury,4.3,4,14617,41578,7963,14274,78432,5,Online,1,No
T0200,29,Male,UK,Tamil Nadu,Jaipur,Domestic,Business,Winter,Apr,Bus,Budget,4.5,10,28361,37725,5119,1331,72536,10,Online,1,Yes
T0201,22,Female,India,Rajasthan,Kochi,International,Business,Summer,Jun,Train,Standard,3.3,4,23605,3438,9031,14218,50292,10,Online,6,No
T0202,41,Male,UK,Tamil Nadu,Mysuru,International,Adventure,Monsoon,Jul,Car,Standard,3.9,10,37267,37846,4233,7701,87047,5,Offline,3,No
T0203,55,Male,UK,Tamil Nadu,Mysuru,International,Pilgrimage,Summer,Aug,Train,Luxury,3.7,3,30849,18925,9380,537,59691,8,Offline,3,No
T0204,40,Male,Australia,Goa,Mysuru,International,Pilgrimage,Summer,May,Car,Budget,3.7,4,9468,23309,2765,15374,50916,9,Online,6,No
T0205,31,Female,USA,Tamil Nadu,Jaipur,International,Business,Monsoon,Nov,Train,Standard,4.0,2,19914,11414,3762,11338,46428,9,Offline,5,No
T0206,19,Female,India,Tamil Nadu,Kochi,International,Pilgrimage,Summer,Sep,Flight,Luxury,4.7,5,10867,41696,8462,15842,76867,8,Offline,2,No
T0207,30,Male,Australia,Karnataka,Kochi,International,Adventure,Monsoon,Jul,Bus,Budget,4.3,10,31156,22625,4626,6594,65001,6,Online,5,No
T0208,59,Male,India,Tamil Nadu,Panaji,International,Pilgrimage,Summer,Aug,Train,Luxury,4.6,3,35433,25777,6377,14445,82032,7,Offline,3,No
T0209,43,Male,India,Karnataka,Panaji,International,Adventure,Winter,Aug,Train,Luxury,4.7,8,22339,14334,5066,12966,54705,8,Online,1,Yes
T0210,53,Female,UK,Tamil Nadu,Kochi,International,Adventure,Summer,Dec,Train,Standard,3.1,8,15072,13857,1022,12390,42341,5,Online,2,Yes
T0211,65,Female,India,Karnataka,Mysuru,Domestic,Pilgrimage,Monsoon,Oct,Train,Standard,3.4,7,19412,44651,9058,3124,76245,7,Offline,1,Yes
T0212,53,Female,USA,Tamil Nadu,Kochi,International,Vacation,Monsoon,May,Car,Budget,4.2,2,18144,24401,2059,17720,62324,7,Online,5,Yes
T0213,59,Female,USA,Rajasthan,Kochi,Domestic,Pilgrimage,Monsoon,Jan,Car,Standard,4.9,2,10490,15328,5025,19565,50408,8,Online,3,No
T0214,31,Male,Australia,Kerala,Kochi,International,Business,Winter,Jun,Train,Luxury,4.6,6,37480,13259,4566,2652,57957,6,Offline,2,No
T0215,57,Female,Australia,Rajasthan,Mysuru,International,Vacation,Winter,Apr,Train,Budget,3.6,2,21694,14154,1628,11376,48852,5,Online,4,No
T0216,19,Male,India,Tamil Nadu,Jaipur,International,Adventure,Winter,Feb,Car,Luxury,4.3,3,27695,12453,9018,14631,63797,5,Online,4,No
T0217,67,Male,Australia,Rajasthan,Kochi,International,Adventure,Summer,Nov,Bus,Luxury,4.8,4,29408,3293,8570,2820,44091,6,Offline,6,No
T0218,22,Female,UK,Kerala,Mysuru,Domestic,Business,Summer,Apr,Flight,Luxury,3.4,6,30051,46337,4674,6965,88027,9,Offline,5,Yes
T0219,32,Female,India,Goa,Panaji,International,Adventure,Winter,Mar,Bus,Luxury,4.7,9,13566,25207,3928,16687,59388,7,Offline,5,No
T0220,39,Female,Germany,Tamil Nadu,Kochi,Domestic,Adventure,Monsoon,Apr,Flight,Luxury,5.0,3,23483,47169,1647,3480,75779,8,Offline,5,No
T0221,37,Male,Germany,Goa,Kochi,Domestic,Adventure,Summer,Jan,Flight,Luxury,4.8,7,26674,23009,8978,5759,64420,8,Offline,3,No
T0222,28,Male,Germany,Goa,Jaipur,Domestic,Adventure,Winter,Oct,Flight,Luxury,3.7,2,31031,30148,7351,4276,72806,9,Offline,5,Yes
T0223,60,Female,Australia,Goa,Panaji,Domestic,Business,Monsoon,Mar,Bus,Budget,4.5,7,15986,38493,5918,18603,79000,6,Offline,4,No
T0224,32,Male,USA,Rajasthan,Kochi,Domestic,Pilgrimage,Summer,Jun,Bus,Luxury,4.6,4,23002,12032,1983,16279,53296,8,Online,1,Yes
T0225,47,Female,India,Goa,Jaipur,Domestic,Business,Winter,Dec,Car,Luxury,3.9,6,22973,16448,3731,720,43872,10,Online,1,No
T0226,50,Female,Germany,Tamil Nadu,Mysuru,International,Business,Summer,Dec,Flight,Budget,4.1,7,33042,37251,7407,2421,80121,10,Online,6,Yes
T0227,27,Male,UK,Karnataka,Jaipur,Domestic,Pilgrimage,Summer,Oct,Flight,Budget,4.5,6,20324,28805,5896,4271,59296,6,Online,4,No
T0228,28,Male,Germany,Goa,Panaji,International,Business,Winter,Apr,Car,Budget,3.4,9,35300,36194,3483,5661,80638,9,Online,2,No
T0229,41,Male,Australia,Goa,Jaipur,Domestic,Pilgrimage,Summer,Jun,Train,Luxury,4.0,2,29683,15317,6229,8478,59707,9,Offline,2,Yes
T0230,24,Male,Australia,Tamil Nadu,Jaipur,Domestic,Business,Winter,Oct,Flight,Luxury,3.0,7,33990,47711,7256,15354,104311,7,Online,2,No
T0231,64,Male,India,Tamil Nadu,Mysuru,International,Vacation,Summer,May,Car,Luxury,3.5,4,35130,14949,4527,3629,58235,5,Offline,3,Yes
T0232,66,Male,India,Rajasthan,Kochi,Domestic,Business,Winter,May,Car,Luxury,4.1,2,37974,7330,6420,8294,60018,10,Offline,6,Yes
T0233,36,Male,USA,Kerala,Kochi,International,Pilgrimage,Monsoon,Jan,Flight,Luxury,4.6,6,21335,47287,3884,6838,79344,5,Offline,4,No
T0234,47,Female,India,Tamil Nadu,Kochi,Domestic,Vacation,Winter,Apr,Car,Standard,3.2,10,16174,12065,8795,10674,47708,5,Online,5,Yes
T0235,45,Female,Germany,Kerala,Jaipur,Domestic,Business,Summer,May,Train,Luxury,3.3,4,22573,38250,8383,19846,89052,6,Offline,1,No
T0236,44,Female,India,Goa,Chennai,Domestic,Vacation,Winter,Jul,Car,Budget,4.6,10,29911,25876,9333,17330,82450,6,Offline,3,No
T0237,30,Female,USA,Karnataka,Panaji,International,Adventure,Summer,Nov,Car,Standard,4.1,2,20695,8686,2730,9137,41248,9,Offline,3,No
T0238,62,Female,UK,Rajasthan,Panaji,Domestic,Business,Summer,Dec,Flight,Luxury,3.8,4,18513,17107,8262,7498,51380,9,Offline,4,Yes
T0239,37,Female,Australia,Tamil Nadu,Chennai,International,Pilgrimage,Monsoon,Jan,Car,Luxury,4.6,4,37246,26609,9037,17111,90003,7,Offline,2,No
T0240,27,Female,India,Karnataka,Chennai,International,Vacation,Winter,Aug,Bus,Luxury,3.5,10,25496,39913,2330,6190,73929,8,Offline,5,No
T0241,51,Female,USA,Tamil Nadu,Chennai,Domestic,Business,Summer,Sep,Bus,Luxury,4.9,8,25013,29749,6285,6824,67871,10,Online,6,Yes
T0242,70,Male,USA,Goa,Panaji,Domestic,Adventure,Monsoon,Dec,Flight,Budget,4.4,3,35683,35225,8014,4569,83491,5,Offline,2,No
T0243,36,Male,UK,Karnataka,Jaipur,International,Pilgrimage,Summer,Feb,Train,Standard,4.3,9,34747,20268,8804,842,64661,8,Online,5,No
T0244,35,Male,USA,Karnataka,Chennai,Domestic,Business,Summer,Oct,Bus,Budget,4.1,7,13706,17436,8852,7825,47819,8,Online,5,No
T0245,27,Male,UK,Tamil Nadu,Panaji,Domestic,Business,Winter,Oct,Car,Luxury,3.4,5,13860,42815,5623,18366,80664,5,Online,6,Yes
T0246,41,Female,India,Tamil Nadu,Panaji,Domestic,Vacation,Summer,Nov,Bus,Standard,4.0,2,9126,37536,8139,5108,59909,8,Online,3,No
T0247,21,Female,USA,Goa,Jaipur,International,Pilgrimage,Monsoon,Dec,Train,Standard,4.6,2,29981,6810,4989,9026,50806,9,Online,2,No
T0248,41,Female,India,Tamil Nadu,Panaji,International,Pilgrimage,Monsoon,Jun,Train,Luxury,3.9,6,8275,41502,4865,16533,71175,10,Offline,6,Yes
T0249,67,Female,Germany,Kerala,Mysuru,Domestic,Vacation,Winter,Aug,Car,Luxury,4.1,5,24553,17126,9574,6398,57651,10,Online,3,No
T0250,52,Female,UK,Rajasthan,Panaji,International,Pilgrimage,Monsoon,Jun,Flight,Luxury,3.6,3,12057,7306,7456,15487,42306,5,Online,1,Yes
T0251,48,Male,Germany,Goa,Chennai,Domestic,Pilgrimage,Summer,Jul,Car,Standard,3.6,8,35489,20772,1191,18464,75916,8,Online,3,No
T0252,32,Female,Australia,Rajasthan,Mysuru,International,Adventure,Winter,Apr,Bus,Standard,4.9,10,13340,41624,1011,7389,63364,9,Online,1,Yes
T0253,29,Male,India,Kerala,Mysuru,International,Vacation,Winter,Oct,Car,Luxury,3.7,2,13068,32784,9401,2357,57610,7,Online,5,Yes
T0254,25,Female,Germany,Tamil Nadu,Kochi,Domestic,Pilgrimage,Winter,Aug,Train,Luxury,4.2,2,5819,17572,7691,11435,42517,10,Offline,3,No
T0255,55,Male,Germany,Karnataka,Jaipur,International,Adventure,Winter,Apr,Flight,Standard,4.0,9,38217,44861,1653,6104,90835,8,Online,4,Yes
T0256,37,Male,Germany,Kerala,Panaji,International,Vacation,Summer,Nov,Car,Standard,3.8,5,13959,22121,6808,14014,56902,7,Online,3,Yes
T0257,23,Female,Australia,Tamil Nadu,Kochi,International,Pilgrimage,Winter,Jun,Flight,Budget,4.9,5,21890,13658,5436,5495,46479,8,Online,5,No
T0258,29,Male,USA,Karnataka,Jaipur,Domestic,Business,Winter,May,Train,Budget,4.7,5,35517,21141,4794,7802,69254,9,Offline,5,No
T0259,24,Female,UK,Karnataka,Chennai,Domestic,Vacation,Winter,Jun,Train,Luxury,3.1,8,13088,15031,9959,503,38581,7,Online,5,No
T0260,25,Female,UK,Karnataka,Chennai,International,Pilgrimage,Winter,Sep,Bus,Luxury,3.3,7,8188,42227,5852,15949,72216,7,Offline,3,Yes
T0261,63,Male,Germany,Karnataka,Chennai,Domestic,Vacation,Summer,Aug,Flight,Budget,3.3,7,36406,14710,6325,19625,77066,10,Online,5,Yes
T0262,44,Male,India,Kerala,Mysuru,International,Pilgrimage,Winter,Jul,Bus,Luxury,3.6,6,16071,45472,4591,6745,72879,10,Offline,1,No
T0263,37,Male,Australia,Kerala,Chennai,Domestic,Adventure,Monsoon,Nov,Bus,Budget,5.0,9,18652,48117,6766,1878,75413,10,Online,5,Yes
T0264,51,Male,USA,Karnataka,Panaji,International,Business,Monsoon,Oct,Car,Luxury,4.3,6,34571,38067,2802,13909,89349,8,Offline,2,Yes
T0265,60,Male,Germany,Rajasthan,Chennai,Domestic,Business,Summer,Feb,Car,Standard,3.9,5,29774,46058,2494,18326,96652,6,Online,1,Yes
T0266,69,Female,USA,Goa,Chennai,Domestic,Adventure,Summer,Sep,Train,Budget,3.6,6,32582,29440,1890,16541,80453,5,Online,3,Yes
T0267,36,Male,India,Karnataka,Jaipur,Domestic,Vacation,Summer,Mar,Train,Standard,3.7,2,21144,8987,7384,14005,51520,7,Offline,5,Yes
T0268,31,Male,USA,Goa,Chennai,International,Business,Monsoon,Apr,Bus,Standard,3.7,4,16857,25867,4195,11101,58020,10,Online,1,Yes
T0269,25,Female,Australia,Karnataka,Panaji,Domestic,Adventure,Summer,Aug,Bus,Luxury,4.7,10,8313,7806,4666,12206,32991,10,Online,1,No
T0270,20,Male,Australia,Karnataka,Jaipur,International,Business,Summer,Sep,Flight,Luxury,4.2,7,29876,5612,4674,6494,46656,9,Online,3,Yes
T0271,30,Male,Germany,Tamil Nadu,Jaipur,Domestic,Pilgrimage,Summer,Jul,Bus,Budget,4.9,5,7701,33079,6011,14834,61625,5,Online,5,Yes
T0272,61,Female,USA,Goa,Chennai,International,Adventure,Winter,Jun,Train,Luxury,4.4,8,18255,45413,1531,14696,79895,6,Online,1,Yes
T0273,69,Female,USA,Goa,Kochi,International,Adventure,Winter,Jun,Flight,Luxury,3.6,2,12191,39163,9292,6446,67092,8,Online,4,No
T0274,51,Male,UK,Goa,Jaipur,Domestic,Vacation,Summer,Dec,Train,Standard,3.8,4,32041,19137,8565,6889,66632,7,Online,4,No
T0275,42,Male,UK,Rajasthan,Chennai,Domestic,Pilgrimage,Summer,Jun,Flight,Luxury,3.6,6,26313,6061,2470,4282,39126,9,Offline,5,No
T0276,45,Female,USA,Karnataka,Panaji,Domestic,Adventure,Monsoon,Aug,Flight,Standard,3.9,2,29031,5138,4012,9800,47981,7,Online,4,Yes
T0277,27,Male,Australia,Kerala,Jaipur,International,Vacation,Winter,Apr,Flight,Standard,4.2,7,35808,22012,3162,1320,62302,7,Offline,2,No
T0278,46,Male,USA,Kerala,Panaji,International,Business,Summer,Aug,Bus,Standard,3.3,6,35412,28012,9194,13320,85938,7,Offline,2,Yes
T0279,52,Male,India,Goa,Panaji,International,Business,Winter,Jan,Train,Standard,3.8,3,32204,10830,8492,19391,70917,8,Offline,6,No
T0280,36,Male,Australia,Kerala,Chennai,International,Adventure,Winter,Mar,Flight,Luxury,3.9,7,28150,3396,5487,9821,46854,6,Online,1,Yes
T0281,38,Female,Germany,Tamil Nadu,Panaji,International,Business,Winter,Jun,Flight,Standard,4.3,3,14870,14030,2833,15320,47053,6,Online,2,Yes
T0282,65,Male,Australia,Karnataka,Kochi,International,Pilgrimage,Monsoon,Oct,Car,Standard,4.6,7,36479,48341,3738,9716,98274,5,Offline,3,Yes
T0283,20,Female,Australia,Tamil Nadu,Panaji,Domestic,Business,Winter,Jun,Flight,Budget,4.3,4,18428,17109,2132,1502,39171,7,Offline,3,No
T0284,18,Male,USA,Rajasthan,Mysuru,International,Pilgrimage,Summer,Sep,Car,Standard,3.8,3,28364,13271,2575,10154,54364,9,Online,2,No
T0285,47,Male,USA,Goa,Chennai,Domestic,Business,Winter,Mar,Bus,Standard,4.7,8,22024,32263,2041,6900,63228,5,Online,2,No
T0286,39,Female,USA,Rajasthan,Panaji,International,Pilgrimage,Summer,Dec,Train,Standard,4.9,2,21062,14977,1691,19938,57668,9,Online,4,No
T0287,30,Male,Germany,Rajasthan,Mysuru,International,Adventure,Summer,Aug,Train,Luxury,4.6,10,14979,36332,4301,19039,74651,10,Offline,4,Yes
T0288,35,Female,UK,Kerala,Chennai,Domestic,Business,Summer,Jan,Car,Luxury,4.8,7,27572,28161,7719,1213,64665,8,Offline,2,Yes
T0289,70,Female,Australia,Rajasthan,Jaipur,International,Adventure,Monsoon,Sep,Car,Luxury,3.6,2,23868,39984,9207,12982,86041,10,Online,1,Yes
T0290,43,Female,USA,Rajasthan,Jaipur,International,Vacation,Summer,Apr,Car,Standard,3.2,6,28553,35896,2866,714,68029,7,Offline,2,Yes
T0291,33,Female,UK,Rajasthan,Panaji,Domestic,Business,Monsoon,Nov,Car,Standard,3.6,9,35260,26297,5313,11699,78569,6,Offline,4,No
T0292,65,Male,USA,Tamil Nadu,Jaipur,Domestic,Business,Winter,Aug,Car,Budget,3.2,7,23469,46579,6754,13149,89951,7,Online,2,Yes
T0293,43,Female,USA,Rajasthan,Jaipur,Domestic,Vacation,Summer,Dec,Train,Luxury,3.3,4,21396,46713,7292,8067,83468,6,Online,2,No
T0294,52,Male,USA,Tamil Nadu,Chennai,International,Adventure,Monsoon,Dec,Flight,Standard,3.8,2,14645,4484,5889,18496,43514,7,Offline,4,Yes
T0295,49,Female,Australia,Goa,Mysuru,Domestic,Adventure,Winter,May,Train,Luxury,4.2,8,19747,30387,6591,16786,73511,7,Online,6,No
T0296,28,Female,Germany,Rajasthan,Chennai,International,Pilgrimage,Monsoon,Aug,Bus,Budget,3.3,9,19158,6578,2589,13066,41391,7,Offline,6,Yes
T0297,28,Female,USA,Goa,Jaipur,International,Pilgrimage,Winter,Jan,Flight,Luxury,3.8,6,27291,31774,8060,10670,77795,9,Offline,6,Yes
T0298,67,Male,USA,Karnataka,Panaji,Domestic,Adventure,Monsoon,Jan,Train,Budget,3.0,6,28277,35817,1698,13324,79116,7,Online,5,Yes
T0299,39,Female,Germany,Rajasthan,Panaji,International,Vacation,Summer,Nov,Flight,Budget,4.5,4,6965,31060,9971,9733,57729,8,Online,1,Yes
T0300,53,Female,UK,Tamil Nadu,Panaji,Domestic,Vacation,Monsoon,May,Flight,Budget,4.6,4,36194,38697,4427,5395,84713,8,Online,5,No
T0301,30,Female,Germany,Rajasthan,Kochi,Domestic,Pilgrimage,Summer,Dec,Flight,Budget,4.4,8,36923,21183,1530,9734,69370,5,Offline,5,No
T0302,34,Female,UK,Karnataka,Chennai,International,Adventure,Winter,Dec,Car,Luxury,4.4,4,30198,42072,3792,19143,95205,9,Offline,1,Yes
T0303,64,Female,India,Rajasthan,Mysuru,International,Vacation,Winter,Nov,Car,Luxury,4.2,9,16369,17075,3609,2980,40033,6,Offline,2,No
T0304,43,Male,Australia,Tamil Nadu,Chennai,International,Vacation,Summer,Dec,Car,Budget,4.9,10,36393,35741,7631,8346,88111,7,Offline,5,No
T0305,58,Female,UK,Kerala,Mysuru,Domestic,Business,Winter,Aug,Train,Budget,4.8,4,27868,26230,8105,13535,75738,5,Online,3,Yes
T0306,38,Male,USA,Karnataka,Jaipur,International,Adventure,Summer,Jul,Train,Luxury,4.6,10,12384,45943,9653,11196,79176,9,Offline,2,Yes
T0307,41,Female,Australia,Goa,Jaipur,International,Pilgrimage,Summer,Mar,Car,Standard,4.4,9,39079,38282,9672,10755,97788,6,Online,4,No
T0308,43,Female,Germany,Karnataka,Mysuru,International,Pilgrimage,Monsoon,Dec,Flight,Budget,3.6,6,21960,7849,1879,5802,37490,9,Online,4,Yes
T0309,48,Male,India,Rajasthan,Mysuru,International,Business,Monsoon,Oct,Train,Budget,3.8,9,19106,44496,4281,19090,86973,9,Online,1,No
T0310,65,Female,Australia,Kerala,Panaji,Domestic,Adventure,Monsoon,Aug,Bus,Standard,3.5,4,36099,4322,4390,12017,56828,9,Online,6,Yes
T0311,48,Male,Australia,Rajasthan,Jaipur,International,Adventure,Summer,Jun,Car,Standard,4.0,7,21982,12180,7368,5378,46908,6,Online,1,No
T0312,41,Male,Australia,Karnataka,Kochi,International,Pilgrimage,Winter,Jan,Train,Luxury,4.4,8,38614,5454,8246,16637,68951,9,Online,1,No
T0313,37,Male,Germany,Tamil Nadu,Chennai,International,Pilgrimage,Monsoon,Sep,Car,Luxury,3.1,7,35991,12647,8430,8007,65075,5,Offline,4,Yes
T0314,50,Female,Australia,Kerala,Panaji,Domestic,Adventure,Monsoon,Jan,Flight,Budget,4.1,5,38358,41731,3987,4047,88123,5,Online,2,No
T0315,56,Female,USA,Kerala,Jaipur,International,Business,Winter,Sep,Train,Luxury,3.6,9,13405,30961,1325,1064,46755,9,Online,5,Yes
T0316,45,Male,Germany,Karnataka,Chennai,Domestic,Business,Summer,Aug,Flight,Luxury,3.7,8,22611,30714,4271,15579,73175,10,Offline,2,Yes
T0317,43,Female,Germany,Goa,Panaji,International,Business,Winter,Sep,Bus,Luxury,4.8,5,6175,12046,1367,19469,39057,8,Online,6,Yes
T0318,36,Female,Germany,Kerala,Mysuru,Domestic,Vacation,Winter,Oct,Flight,Budget,3.9,4,6644,3185,1096,1325,12250,8,Offline,3,No
T0319,67,Male,USA,Tamil Nadu,Mysuru,Domestic,Pilgrimage,Winter,May,Flight,Standard,4.6,2,38597,8900,1692,11008,60197,7,Online,2,Yes
T0320,69,Female,UK,Kerala,Panaji,International,Business,Winter,Jan,Train,Budget,4.8,2,36402,24196,4278,12399,77275,6,Online,2,Yes
T0321,38,Female,Australia,Tamil Nadu,Chennai,Domestic,Vacation,Winter,Sep,Car,Luxury,3.4,10,32718,33328,2455,10874,79375,10,Online,3,No
T0322,37,Female,Germany,Tamil Nadu,Panaji,Domestic,Business,Monsoon,Mar,Bus,Budget,4.6,9,36952,40986,5530,1022,84490,7,Offline,5,Yes
T0323,65,Female,UK,Rajasthan,Panaji,International,Vacation,Monsoon,Oct,Train,Luxury,4.7,8,33250,48277,2930,12292,96749,8,Offline,2,Yes
T0324,37,Female,Australia,Kerala,Mysuru,International,Vacation,Winter,Dec,Flight,Standard,4.8,7,25546,27321,9196,10204,72267,10,Offline,3,No
T0325,55,Female,UK,Tamil Nadu,Mysuru,Domestic,Pilgrimage,Monsoon,Feb,Flight,Budget,3.8,9,34339,8315,6799,19222,68675,10,Online,5,Yes
T0326,28,Male,USA,Goa,Chennai,International,Adventure,Monsoon,Sep,Bus,Luxury,3.9,8,37335,5297,9602,18100,70334,6,Online,1,Yes
T0327,38,Male,UK,Goa,Kochi,International,Vacation,Monsoon,Aug,Flight,Budget,3.9,2,28815,15113,5449,13440,62817,6,Offline,5,No
T0328,62,Female,USA,Goa,Chennai,International,Business,Monsoon,May,Train,Luxury,4.2,8,9205,3369,2999,13081,28654,10,Online,2,No
T0329,36,Male,India,Goa,Jaipur,Domestic,Adventure,Monsoon,May,Train,Standard,3.9,4,31432,4505,4202,16357,56496,8,Online,6,No
T0330,49,Female,Australia,Rajasthan,Mysuru,International,Vacation,Summer,Mar,Flight,Standard,3.1,7,35634,3139,9124,9609,57506,5,Online,2,Yes
T0331,66,Female,India,Kerala,Panaji,Domestic,Adventure,Monsoon,Oct,Flight,Standard,3.6,8,32971,48581,4909,10290,96751,8,Online,3,Yes
T0332,42,Female,UK,Karnataka,Mysuru,International,Vacation,Summer,Mar,Car,Luxury,3.6,6,28500,43373,2720,5131,79724,7,Offline,1,No
T0333,47,Male,USA,Tamil Nadu,Mysuru,International,Vacation,Summer,Dec,Bus,Budget,4.9,2,7412,22481,6163,19321,55377,8,Online,3,Yes
T0334,18,Male,UK,Tamil Nadu,Kochi,International,Vacation,Monsoon,May,Car,Luxury,4.3,6,6563,41821,3883,13879,66146,6,Offline,2,No
T0335,43,Female,India,Karnataka,Chennai,Domestic,Adventure,Summer,Jan,Train,Budget,4.9,3,36947,49957,7634,1947,96485,9,Offline,1,Yes
T0336,51,Male,USA,Karnataka,Panaji,International,Business,Summer,Apr,Car,Budget,3.8,4,5552,47611,1803,3456,58422,7,Online,2,No
T0337,33,Male,Australia,Rajasthan,Mysuru,International,Adventure,Summer,Dec,Car,Budget,4.8,3,13033,36086,9110,10191,68420,6,Offline,2,No
T0338,19,Male,Germany,Karnataka,Jaipur,Domestic,Vacation,Summer,Dec,Train,Luxury,3.9,7,34336,24745,4214,1131,64426,5,Offline,4,Yes
T0339,33,Female,Germany,Kerala,Panaji,Domestic,Pilgrimage,Summer,Jan,Car,Budget,4.4,3,26007,19261,4948,1636,51852,10,Offline,5,No
T0340,62,Female,UK,Tamil Nadu,Chennai,International,Business,Winter,Jun,Flight,Standard,4.5,7,12077,4336,2312,13132,31857,9,Offline,6,Yes
T0341,70,Female,India,Goa,Mysuru,Domestic,Pilgrimage,Winter,Nov,Bus,Luxury,3.2,4,21087,6294,4393,10126,41900,9,Online,2,No
T0342,24,Male,Australia,Goa,Jaipur,Domestic,Vacation,Winter,Jan,Bus,Budget,3.4,8,12043,6897,8776,17177,44893,10,Offline,5,Yes
